generation,best_fitness,avg_progress,seed,weights_json
371,400.26,271.30,71,"[[[-2.1397616863250732, 5.07059383392334, -6.833953857421875, -0.21163640916347504, 3.9614834785461426], [-15.863348007202148, 15.762991905212402, -9.40904712677002, -1.0365651845932007, 28.75136947631836], [-7.643705368041992, 3.1258652210235596, 5.558501720428467, -6.383224964141846, -2.251946449279785], [-2.310354471206665, -6.5886406898498535, -6.800548553466797, -9.650411605834961, -6.56139612197876], [16.950973510742188, -6.823143005371094, -24.16590118408203, -17.080427169799805, -2.179852247238159]], [2.1979658603668213, 8.76180362701416, -16.70705223083496, -22.42728042602539, -20.206714630126953], [[12.913538932800293, -1.8937538862228394, 10.280866622924805], [-20.216270446777344, 1.3199529647827148, -4.949814319610596], [-14.115484237670898, -5.443304538726807, 10.821020126342773], [6.906302452087402, -14.452698707580566, 10.0986909866333], [9.787452697753906, 39.2824821472168, -12.109150886535645]], [-2.5935885906219482, -0.7167688608169556, 17.699539184570312], [[5.38828706741333, 17.323575973510742, -11.145620346069336], [28.912948608398438, -21.542438507080078, 10.171889305114746], [19.352188110351562, -10.042001724243164, 18.847726821899414]], [-12.456372261047363, 15.163946151733398, -3.360584259033203], [[-18.361209869384766, -11.459182739257812], [3.8718996047973633, -3.1896002292633057], [0.7438250780105591, -23.444379806518555]], [-18.751516342163086, 3.7447757720947266]]"
372,365.62,283.20,72,"[[[0.017960553988814354, 6.63222074508667, -5.422975063323975, 3.749457597732544, 5.191546440124512], [-17.15571403503418, 15.04623794555664, -8.843635559082031, -0.6842992305755615, 30.575153350830078], [-7.583766460418701, 4.307311058044434, 7.755108833312988, -6.389855861663818, -3.7067465782165527], [-3.9727962017059326, -7.356728553771973, -5.8074951171875, -9.422737121582031, -5.192054271697998], [15.510404586791992, -6.116652965545654, -23.002445220947266, -14.003369331359863, -1.997933030128479]], [1.3621116876602173, 9.540422439575195, -13.898405075073242, -26.328489303588867, -21.304838180541992], [[14.297507286071777, -0.8421662449836731, 3.0940866470336914], [-16.1737117767334, 2.061113119125366, -9.088199615478516], [-12.305646896362305, -9.841072082519531, 12.47093677520752], [7.3879876136779785, -13.229241371154785, 6.500510215759277], [10.601008415222168, 36.474266052246094, -12.688810348510742]], [-1.4379379749298096, -3.139026403427124, 17.49751091003418], [[4.921139240264893, 14.470060348510742, -10.835678100585938], [28.929777145385742, -23.47065544128418, 13.343184471130371], [24.644426345825195, -14.592273712158203, 21.28011131286621]], [-11.727595329284668, 13.49079418182373, -4.64970064163208], [[-18.36158561706543, -11.81385612487793], [7.259215831756592, -7.497781276702881], [-0.18268123269081116, -18.963197708129883]], [-16.71791648864746, 8.839666366577148]]"
373,403.55,279.60,73,"[[[-2.3435380458831787, 6.562499523162842, -6.293880462646484, 0.7102389335632324, 3.5955464839935303], [-16.31568717956543, 15.202706336975098, -8.870378494262695, -1.7453960180282593, 28.848134994506836], [-9.9056396484375, 2.3387012481689453, 5.901416301727295, -4.737120628356934, -2.7006921768188477], [-2.344161033630371, -6.5483012199401855, -7.346407890319824, -9.572274208068848, -6.284072399139404], [16.153099060058594, -6.673836708068848, -24.668027877807617, -17.331764221191406, -1.157943844795227]], [3.194005250930786, 9.256270408630371, -15.373597145080566, -23.061935424804688, -19.941390991210938], [[11.550196647644043, -2.0261142253875732, 10.915823936462402], [-21.098033905029297, 0.6137264966964722, -4.428376197814941], [-15.444300651550293, -6.020275592803955, 11.044129371643066], [6.329870700836182, -15.54287052154541, 10.441437721252441], [11.29631519317627, 39.01348876953125, -11.68569564819336]], [-0.9004170894622803, -0.6081954836845398, 17.701335906982422], [[7.1053266525268555, 16.509355545043945, -12.014589309692383], [26.76103401184082, -22.04655647277832, 9.56319808959961], [18.83527374267578, -9.565776824951172, 18.550596237182617]], [-11.237249374389648, 14.481898307800293, -2.928752899169922], [[-19.033706665039062, -10.502010345458984], [5.132541656494141, -2.0857059955596924], [-0.9566358327865601, -22.529491424560547]], [-16.614919662475586, 4.368771553039551]]"
374,501.76,402.93,74,"[[[-2.252636671066284, 6.162062168121338, -5.000746250152588, -0.1878185123205185, 3.1987569332122803], [-17.154966354370117, 15.360855102539062, -7.921332836151123, -0.24076983332633972, 27.93688201904297], [-9.642946243286133, 1.636680006980896, 6.363088130950928, -5.293349742889404, -3.138491630554199], [-2.604719400405884, -7.51182222366333, -6.900649547576904, -9.888688087463379, -6.522940158843994], [15.121103286743164, -7.248834609985352, -24.07755470275879, -16.18831443786621, -2.0110857486724854]], [4.90769100189209, 9.026093482971191, -14.051960945129395, -23.340072631835938, -20.537431716918945], [[11.705315589904785, -1.230627179145813, 10.508392333984375], [-20.78081703186035, -0.8326369524002075, -3.8376822471618652], [-15.561565399169922, -5.901409149169922, 11.54824447631836], [6.039511680603027, -16.400117874145508, 10.51699161529541], [11.054520606994629, 38.4771842956543, -12.397835731506348]], [-0.9088630080223083, 0.869407594203949, 17.921056747436523], [[7.467607021331787, 17.627092361450195, -10.776121139526367], [26.576234817504883, -23.310504913330078, 9.312795639038086], [19.543689727783203, -9.77241325378418, 19.13005256652832]], [-11.29190731048584, 15.186482429504395, -3.8471689224243164], [[-19.02284049987793, -10.05111026763916], [5.755551815032959, -1.9680519104003906], [-2.094261646270752, -22.771337509155273]], [-17.2383975982666, 3.629924774169922]]"
375,20.00,17.47,75,"[[[-4.8715620040893555, 6.487143516540527, -8.771703720092773, 1.1897341012954712, 5.062267780303955], [-15.104791641235352, 15.70650577545166, -7.508983135223389, -1.1682641506195068, 30.02467155456543], [-8.939603805541992, 3.3068482875823975, 4.490342617034912, -4.567285060882568, -3.2747795581817627], [-1.7796262502670288, -8.233875274658203, -9.776443481445312, -10.153501510620117, -5.699955463409424], [18.26377296447754, -7.875537395477295, -24.335407257080078, -20.771268844604492, -0.746090292930603]], [2.2403857707977295, 10.009528160095215, -18.747238159179688, -21.971288681030273, -18.48015785217285], [[9.867074012756348, -2.752225637435913, 10.938886642456055], [-21.425922393798828, 0.3425729274749756, -4.8677978515625], [-17.027870178222656, -5.508246898651123, 11.245983123779297], [6.140654563903809, -13.580100059509277, 11.446378707885742], [8.542679786682129, 40.57298278808594, -12.44933795928955]], [0.3491270840167999, 0.13923542201519012, 14.063776969909668], [[6.546715259552002, 18.435985565185547, -11.41765308380127], [28.62448501586914, -20.598308563232422, 9.598742485046387], [19.81774139404297, -9.321306228637695, 21.642131805419922]], [-9.676423072814941, 15.322738647460938, -0.8688284754753113], [[-19.63822364807129, -11.243462562561035], [4.934545993804932, -4.4243645668029785], [-1.6003327369689941, -23.28936195373535]], [-15.828944206237793, 4.181492805480957]]"
376,412.17,251.13,76,"[[[-4.11670446395874, 5.183994293212891, -5.693481922149658, 1.9688200950622559, 1.6029694080352783], [-14.092287063598633, 15.94729995727539, -9.792364120483398, -2.957144260406494, 30.044939041137695], [-9.426709175109863, 5.005655765533447, 5.146111965179443, -4.074258327484131, -3.4468562602996826], [-2.280489444732666, -7.349615097045898, -10.855891227722168, -9.258316993713379, -5.939101219177246], [17.911466598510742, -7.839381217956543, -23.377681732177734, -19.59795570373535, -1.0320827960968018]], [0.0760965570807457, 10.680191993713379, -17.733530044555664, -21.765892028808594, -20.330745697021484], [[10.489469528198242, -2.2058825492858887, 10.544442176818848], [-21.691164016723633, 0.36250242590904236, -6.653179168701172], [-16.481168746948242, -5.675075054168701, 11.108736038208008], [7.810484886169434, -12.356050491333008, 9.765205383300781], [9.61762523651123, 37.64552688598633, -11.905890464782715]], [0.9532518982887268, 0.6043770909309387, 15.966436386108398], [[7.270078659057617, 16.6968936920166, -12.343342781066895], [28.923215866088867, -20.28647804260254, 9.158032417297363], [21.362707138061523, -9.642541885375977, 20.69678497314453]], [-9.520419120788574, 15.542119979858398, -0.8059150576591492], [[-18.856966018676758, -11.246892929077148], [5.158283233642578, -5.46176815032959], [-1.821222186088562, -24.89338493347168]], [-17.132226943969727, 4.501254081726074]]"
377,493.84,362.60,77,"[[[-6.394494533538818, 4.881009101867676, -8.325608253479004, -0.17897509038448334, 3.1246132850646973], [-16.21753692626953, 15.106453895568848, -7.265215873718262, -0.7896526455879211, 28.923973083496094], [-9.338716506958008, 4.4940009117126465, 5.555366516113281, -2.6106443405151367, -1.862647294998169], [-3.062096118927002, -6.419149875640869, -9.200579643249512, -9.549210548400879, -6.840358734130859], [15.683320045471191, -8.267766952514648, -23.548282623291016, -18.342893600463867, -2.372530698776245]], [1.0516690015792847, 7.449761390686035, -15.457315444946289, -22.042585372924805, -21.630451202392578], [[10.880303382873535, -4.089599609375, 11.162025451660156], [-22.90279197692871, -1.4543110132217407, -4.675698757171631], [-17.09039878845215, -6.211467266082764, 13.469547271728516], [5.192269802093506, -13.170796394348145, 10.119134902954102], [8.8148193359375, 41.2548713684082, -13.32788372039795]], [1.0344010591506958, 0.8447880744934082, 15.783031463623047], [[6.314620018005371, 17.622425079345703, -11.089289665222168], [27.190961837768555, -21.874183654785156, 9.501554489135742], [20.68709373474121, -10.918633460998535, 21.22084617614746]], [-8.324434280395508, 15.563210487365723, -1.6135555505752563], [[-16.60435676574707, -11.925436019897461], [4.2777228355407715, -5.134895324707031], [-1.9814225435256958, -21.218950271606445]], [-16.57317543029785, 4.224409103393555]]"
378,488.63,130.83,78,"[[[-3.2450084686279297, 4.125405788421631, -6.258856773376465, 1.2333784103393555, 4.62053918838501], [-15.503000259399414, 13.828652381896973, -12.328667640686035, 1.410922646522522, 28.7967472076416], [-9.627832412719727, 1.6188312768936157, 9.329216003417969, -6.323822975158691, 0.5509911775588989], [-4.864898204803467, -5.2092437744140625, -6.0951924324035645, -8.541036605834961, -7.8371663093566895], [18.858722686767578, -6.483158111572266, -21.53386116027832, -17.97772979736328, -2.7302703857421875]], [3.981290817260742, 10.840470314025879, -16.279531478881836, -25.26274871826172, -20.802120208740234], [[12.940751075744629, -6.493122100830078, 12.610947608947754], [-16.204835891723633, 1.2752301692962646, -7.014065742492676], [-15.901204109191895, -6.415417671203613, 12.114524841308594], [4.155326843261719, -15.07128620147705, 11.986990928649902], [9.29004955291748, 39.70624542236328, -9.819395065307617]], [-5.648296356201172, 0.10588876903057098, 19.174097061157227], [[3.284822940826416, 13.934601783752441, -12.940423965454102], [31.71510887145996, -23.38247299194336, 11.008400917053223], [19.744949340820312, -12.5841703414917, 21.121891021728516]], [-14.235459327697754, 16.15994644165039, -2.509521961212158], [[-16.853788375854492, -14.816102027893066], [5.148885250091553, -3.629955530166626], [1.3008756637573242, -16.901569366455078]], [-15.994866371154785, 3.1741936206817627]]"
379,207.00,175.13,79,"[[[-3.9536736011505127, 5.970025062561035, -6.35548734664917, 0.9806493520736694, 7.056648254394531], [-16.160533905029297, 12.187400817871094, -12.102401733398438, 1.3030740022659302, 29.259197235107422], [-7.581928730010986, -0.4704626500606537, 8.536770820617676, -6.154979705810547, 1.8172376155853271], [-4.483353137969971, -4.670543670654297, -5.336994647979736, -9.319535255432129, -8.851982116699219], [15.076484680175781, -6.019159317016602, -19.279626846313477, -18.249330520629883, -1.4973829984664917]], [3.7342538833618164, 10.762544631958008, -17.047988891601562, -23.834819793701172, -21.06005859375], [[12.893620491027832, -6.671345233917236, 11.824273109436035], [-15.860926628112793, 0.45991644263267517, -7.333717346191406], [-15.706262588500977, -6.803330421447754, 11.048665046691895], [4.801630973815918, -16.167587280273438, 10.957118034362793], [11.070777893066406, 39.82876968383789, -9.40101146697998]], [-5.563896179199219, 2.910346269607544, 19.128890991210938], [[3.6307828426361084, 13.143839836120605, -13.46304702758789], [31.438236236572266, -22.381582260131836, 12.358705520629883], [18.74948501586914, -13.432395935058594, 19.859533309936523]], [-11.92503547668457, 17.197513580322266, -2.67026424407959], [[-17.376842498779297, -15.478645324707031], [5.006374835968018, -4.332773208618164], [1.1895402669906616, -15.596420288085938]], [-17.458396911621094, 4.867277145385742]]"
380,170.00,86.67,80,"[[[-2.085757255554199, 4.386006832122803, -5.50236701965332, 0.3965972065925598, 6.572854995727539], [-15.139791488647461, 15.454936981201172, -12.311296463012695, 2.633913040161133, 28.989990234375], [-10.75149917602539, 2.73724102973938, 9.991185188293457, -7.132716655731201, 0.6958248615264893], [-3.5383074283599854, -5.1287994384765625, -5.781922340393066, -6.7751617431640625, -6.780040264129639], [18.3311824798584, -7.853909015655518, -21.806615829467773, -18.254077911376953, -2.0840096473693848]], [3.873497247695923, 10.52156925201416, -15.296706199645996, -25.037914276123047, -21.197174072265625], [[12.206487655639648, -6.639552593231201, 11.127565383911133], [-16.516162872314453, 2.649707555770874, -7.681138038635254], [-14.517439842224121, -7.762209892272949, 11.888415336608887], [5.599505424499512, -16.349803924560547, 13.154271125793457], [9.766895294189453, 40.655094146728516, -11.277261734008789]], [-4.38847541809082, -0.1872432678937912, 18.40428924560547], [[3.213160276412964, 12.660595893859863, -11.374693870544434], [33.184871673583984, -23.18817138671875, 11.345005989074707], [20.770660400390625, -11.257150650024414, 20.818506240844727]], [-14.348751068115234, 16.144990921020508, -2.9506707191467285], [[-15.898380279541016, -14.284683227539062], [5.678542137145996, -4.662197589874268], [1.4226267337799072, -16.776033401489258]], [-15.799866676330566, 3.2742769718170166]]"
381,437.23,192.93,81,"[[[-2.3014352321624756, 6.446613311767578, -7.313941478729248, 1.573103427886963, 5.3937177658081055], [-13.984345436096191, 13.950851440429688, -12.710600852966309, 2.008849859237671, 29.814071655273438], [-9.667121887207031, 3.137214183807373, 8.677955627441406, -5.5760369300842285, 1.7305749654769897], [-2.472743511199951, -4.702836990356445, -6.685327053070068, -9.227359771728516, -7.285756587982178], [19.630386352539062, -6.875767707824707, -21.71945571899414, -18.812772750854492, -3.3222551345825195]], [5.7158522605896, 11.3899507522583, -12.592367172241211, -27.103654861450195, -21.39448356628418], [[10.94832706451416, -8.428213119506836, 10.32197380065918], [-17.054683685302734, -0.7314286231994629, -8.620739936828613], [-14.343046188354492, -5.1974992752075195, 13.436119079589844], [4.996809005737305, -15.252426147460938, 13.225181579589844], [8.371800422668457, 40.00048828125, -11.102730751037598]], [-6.076915740966797, 0.7364367842674255, 18.127574920654297], [[4.332726955413818, 14.18196964263916, -13.920766830444336], [32.39696502685547, -24.11092758178711, 11.468216896057129], [19.17483901977539, -11.056620597839355, 22.460086822509766]], [-16.300600051879883, 16.14576530456543, -1.212531566619873], [[-17.187583923339844, -14.057062149047852], [5.974913597106934, -4.034905433654785], [1.8114339113235474, -18.761852264404297]], [-14.607380867004395, 1.4117321968078613]]"
